1 2 1.079866 -0.8592335 -1.958674
-1.127274 0.7424963 1.841956 1.208609 -0.5054527
-1.674981 -1.18773 0.3954807 1.554217 1.138279
-0.4003313 -1.553116 -1.192519 0.2780734 1.382295
1.121773 -0.1709943 -1.306401 -1.244075 0.009694999
1.157632 1.140389 -0.01182423 -1.005203 -0.9441422
-0.02274769 0.931165 0.9318803 0.08499963 -0.7214505
-0.7309131 -0.05356889 0.6316811 0.6996962 0.1312201
-0.516045 -0.6967078 -0.3027932 0.3588477 0.6427594
0.2539882 -0.3136802 -0.5131832 -0.1632099 0.2572423
0.3823664 0.1404721 -0.1804588 -0.3839384 -0.1671007
0.2051807 0.4558156 0.2844055 -0.1487113 -0.3870475
-0.2680875 0.1187381 0.4343139 0.3767606 -0.04523447
-0.3723797 -0.3263889 0.08885244 0.2286566 0.1269545
-0.03664675 -0.08896536 -0.123644 -0.102875 0.00226571
0.1030226 0.09320542 -0.05169682 -0.1163715 -0.07094711
0.0009804992 0.02536204 0.01772882 -0.06620768 -0.01394162
0.0133414 -0.04310422 -0.07842041 0.01650507 0.1219129
0.1197384 -0.01286383 -0.06075441 -0.06298773 -0.09588861
-0.02078475 0.1588665 0.1736864 0.05575713 -0.002458986
-0.04564112 -0.07411415 -0.01570958 -0.002093534 0.05547176
0.05085453 -0.04133046 0.01135098 -0.007949261 -0.1255255
-0.1558864 -0.004030466 0.1524738 0.2028643 0.0407756
-0.1514943 -0.277164 -0.235142 0.02281367 0.2622352
0.2206684 0.02901106 -0.2248116 -0.2447358 -0.132583
0.1653137 0.3078609 0.1254715 -0.1741436 -0.2650127
-0.1159021 0.1707407 0.2913693 0.07078917 -0.151336
-0.2399976 -0.07371297 0.2134513 0.2734617 0.03470601
-0.1847956 -0.3363271 -0.1524088 0.1151325 0.2408739
-0.01414842 -0.2159353 -0.2031618 -0.04418705 0.1164427
0.1337728 0.04760326 -0.000954454 -0.05486042 -0.05998002
0.01602057 0.06354353 0.103124 0.0404743 -0.09560187
-0.1637504 -0.0263868 0.1081139 0.2011642 0.03877643
-0.2310512 -0.1969896 0.02268043 0.2015418 0.1528398
-0.08023948 -0.223575 -0.1061248 0.09618001 0.3269702
0.2151051 -0.1192237 -0.2178874 -0.01894978 0.242465
0.3402318 0.0808285 -0.2059829 -0.2321923 0.02410584
0.1747065 0.1367074 -0.1246786 -0.2244037 -0.1721405
-0.0589932 0.1566799 0.2215117 0.04593453 -0.1644761
-0.2446005 -0.1588069 0.08099004 0.2758094 0.2908946
0.02681278 -0.3056589 -0.4194556 -0.07511055 0.2879459
0.3724441 0.01464595 -0.3849161 -0.4145515 0.002870717
0.3603423 0.335963 0.03385203 -0.3120955 -0.3792474
-0.1283089 0.2127567 0.3083437 0.1157103 -0.1347802
-0.3240926 -0.2051488 0.0983 0.2706491 0.1604159
-0.1345799 -0.2942729 -0.1596925 0.08916816 0.2922659
0.2069119 -0.02547414 -0.2669371 -0.1716091 0.05437954
0.1832061 0.1186737 -0.08031071 -0.1260074 0.05837992
0.1771049 0.07880587 -0.08900108 -0.2166061 -0.1679646
0.02921575 0.14545 0.1088695 0.001712614 -0.1101048
-0.1725393 -0.07080929 0.1280601 0.1731743 0.08187869
-0.03407724 -0.2570124 -0.2313117 -0.01690347 0.1535427
0.1616371 0.01055347 -0.179809 -0.1221861 0.07939062
0.2074494 0.1937991 0.01503785 -0.2283825 -0.2085966
0.02430374 0.2144663 0.1661934 0.02791488 -0.1181741
-0.166312 -0.02164757 0.1504772 0.2427022 0.1245274
-0.05556594 -0.1160452 -0.1526532 -0.04353796 0.1766736
0.2327614 0.007473528 -0.1509198 -0.1127647 0.03072731
0.07458191 -0.09458085 -0.1013023 -0.09022433 0.02769508
0.02635251 0.06740412 0.06621606 -0.04122593 -0.1739374
-0.1023614 0.06129651 0.2101098 0.1144864 -0.04858327
-0.212888 -0.08740913 0.08472344 0.1568078 0.1334329
-0.01560938 -0.1783575 -0.2094492 0.02219068 0.2744844
0.2210556 0.01932606 -0.2522159 -0.3047674 0.01137765
0.3501606 0.2588596 -0.07214745 -0.3146345 -0.2760125
-0.07010804 0.3308364 0.3279154 -0.009032574 -0.3886503
-0.3395651 0.02287725 0.2710194 0.3156956 0.01515817
-0.2832906 -0.3160371 0.009680869 0.2306021 0.259886
0.05243919 -0.2007841 -0.2929877 -0.08696292 0.1568638
0.2779458 0.1275913 -0.09237196 -0.2601278 -0.1612974
0.166912 0.2926133 0.141768 -0.19086 -0.2841066
-0.1652487 0.1337274 0.2806701 0.2285744 -0.06574803
-0.2858417 -0.21814 0.08879709 0.3383252 0.192498
-0.2382035 -0.4401531 -0.2211241 0.1426035 0.3588671
0.2595084 0.03059488 -0.1803083 -0.1222719 0.1124431
0.216028 0.1173338 -0.03562731 -0.1400735 -0.04705665
0.02792902 0.05460354 0.03149532 -0.01615193 -0.0287597
0.07172295 0.112155 0.0140003 -0.1374029 -0.1952369
-0.06666077 0.1492898 0.2750363 0.2179316 -0.009142586
-0.2211199 -0.1907465 0.1115409 0.2421228 0.1039242
-0.1400261 -0.2613538 -0.07175833 0.1939368 0.3492069
0.1157444 -0.290038 -0.3841496 -0.1129285 0.2745465
0.4127931 0.1857019 -0.1353171 -0.3174287 -0.2077194
0.08374389 0.2928884 0.2249178 -0.04198657 -0.2141116
-0.2821191 -0.08573431 0.2190495 0.2288966 0.00705769
-0.2134954 -0.1939032 0.1560974 0.2253162 0.02376912
-0.2028531 -0.2558505 -0.01984711 0.2424672 0.1993596
0.01103366 -0.2650036 -0.2580739 -0.04857989 0.2466429
0.3781174 0.09835125 -0.1750395 -0.2107221 -0.02573403
0.1500439 0.1672407 0.04762126 -0.09461322 -0.1826879
-0.08433791 0.07055844 0.08545975 0.04593329 -0.03836209
-0.1059668 -0.05456339 0.1060443 0.1572589 0.04046923
-0.1108795 -0.07255829 0.01510581 0.04373159 0.1012258
0.03531346 -0.06152702 -0.1210884 -0.05962967 -0.02035645
0.01136315 0.08016926 0.1551794 0.05742736 -0.03824952
-0.1030322 -0.05765418 0.02148866 0.01178923 -0.04870618
-0.05346477 0.05945663 0.1709644 0.1197411 -0.04166197
-0.1807157 -0.1134629 0.01997357 0.09647577 0.08607804
0.008593527 -0.07905346 -0.03564978 0.04851542 0.04783955
0.01711078 0.01260199 0.021039 -0.03866549 -0.04672017
0.04972654 -0.00213225 -0.01656273 -0.05974481 -0.07228352
0.03716823 0.01671366 -0.0336777 -0.002448642 -0.0152513
-0.04988429 -0.0396804 -0.02596745 0.03334313 -0.003847814
-0.01583987 0.02229495 0.0515228 0.06547484 0.004933265
-0.0826292 -0.0514268 0.06081336 0.01540155 -0.05349494
-0.09669277 -0.0004674063 0.0995908 0.1163674 0.04950778
-0.1133919 -0.1083738 0.03710873 0.1512559 0.1630399
0.08322169 -0.07701513 -0.1256736 -0.07923197 -0.05696679
0.1254251 0.2436024 0.09791405 -0.08126273 -0.2208105
-0.1449696 0.0646284 0.1380353 0.1103152 -0.01889498
-0.1650228 -0.2272202 -0.1645867 0.03974331 0.1789856
0.1686816 -0.01546439 -0.1638625 -0.0945225 0.08134831
0.1928377 0.09957221 -0.08007056 -0.1278576 -0.03120678
0.1165465 0.1525716 0.07418287 -0.06022322 -0.1687615
-0.1087378 -0.03105658 0.1186531 0.06531313 0.00167754
-0.1000239 -0.1610791 -0.1062896 0.03865054 0.1592386
0.07340496 -0.06142612 -0.08131254 -0.01867398 0.03647658
0.09004964 0.1117062 -0.1109903 -0.2601783 -0.1497112
0.1263196 0.2863605 0.1667001 -0.1571218 -0.2855372
-0.1389539 0.1922901 0.3040731 0.2079398 -0.05753788
-0.3089015 -0.140656 0.2436457 0.361219 0.2338917
-0.02613977 -0.2588571 -0.2445161 -0.000360899 0.2120978
0.2481623 0.05866577 -0.2140911 -0.1982168 0.05357218
0.2744402 0.2313612 -0.09897436 -0.3237608 -0.2628488
0.07315394 0.3495346 0.2888105 -0.01222618 -0.2542956
-0.2395936 -0.02656117 0.2763149 0.2540327 -0.1258184
-0.3231728 -0.2208375 0.09698852 0.3403357 0.2291211
-0.06269938 -0.2867242 -0.2571834 0.0006240876 0.2555383
0.2687545 0.07385091 -0.1276829 -0.2605486 -0.08994294
0.2356838 0.228396 -0.002260553 -0.243094 -0.2604784
-0.004408021 0.2325176 0.2125993 0.02222201 -0.2095406
-0.2578121 -0.0667751 0.1581428 0.2041467 0.05435415
-0.1425111 -0.2590581 -0.1949045 0.06936527 0.317764
0.2133017 -0.1030832 -0.2503045 -0.2048406 0.01999896
